Cogs,Cogs - Split 2,Country,Date,Discount Band,Discounts,Gross Sales,Manufacturing Price,Month Name,Month Number,Product,Profit,Sale Price,Sales,Segment,Units Sold,Year,Year (copy),Avg Discounts ,COGS to Sales,Discounts - Split 2,Gross Sales - Split 2,Profit - Split 2,Profit Margin,Sales - Split 2,Total Discounts,Total Revenue,Units Sold - Split 2
" $26,460.00 ",26460,Canada,09-01-2013,Low," $2,116.80 "," $52,920.00 ",$120.00,September,9,Velo," $24,343.20 ",$20.00," $50,803.20 ",Government," $2,646.00 ",2013,2013,2116.8,0.520833333,2116.8,52920,24343.2,0.479166667,50803.2,2116.8,52920,2646
" $566,020.00 ",566020,France,10-01-2014,Low," $30,478.00 "," $761,950.00 ",$120.00,October,10,Velo," $165,452.00 ",$350.00," $731,472.00 ",Government," $2,177.00 ",2014,2014,30478,0.773809524,30478,761950,165452,0.226190476,731472,30478,761950,2177
" $2,598.00 ",2598,France,05-01-2014,Low,$415.68," $10,392.00 ",$250.00,May,5,VTT," $7,378.32 ",$12.00," $9,976.32 ",Channel Partners,$866.00,2014,2014,415.68,0.260416667,415.68,10392,7378.32,0.739583333,9976.32,415.68,10392,866
" $90,740.00 ",90740,United States of America,09-01-2013,Low," $4,886.00 "," $122,150.00 ",$250.00,September,9,VTT," $26,524.00 ",$350.00," $117,264.00 ",Government,$349.00,2013,2013,4886,0.773809524,4886,122150,26524,0.226190476,117264,4886,122150,349
" $566,020.00 ",566020,France,10-01-2014,Low," $30,478.00 "," $761,950.00 ",$250.00,October,10,VTT," $165,452.00 ",$350.00," $731,472.00 ",Government," $2,177.00 ",2014,2014,30478,0.773809524,30478,761950,165452,0.226190476,731472,30478,761950,2177
" $15,140.00 ",15140,Mexico,10-01-2013,Low,$908.40," $22,710.00 ",$250.00,October,10,VTT," $6,661.60 ",$15.00," $21,801.60 ",Midmarket," $1,514.00 ",2013,2013,908.4,0.694444444,908.4,22710,6661.6,0.305555556,21801.6,908.4,22710,1514
" $484,900.00 ",484900,Mexico,02-01-2014,Low," $26,110.00 "," $652,750.00 ",$260.00,February,2,Amarilla," $141,740.00 ",$350.00," $626,640.00 ",Government," $1,865.00 ",2014,2014,26110,0.773809524,26110,652750,141740,0.226190476,626640,26110,652750,1865
" $128,880.00 ",128880,Mexico,04-01-2014,Low," $5,370.00 "," $134,250.00 ",$260.00,April,4,Amarilla,$-,$125.00," $128,880.00 ",Enterprise," $1,074.00 ",2014,2014,5370,1,5370,134250,,,128880,5370,134250,1074
" $495,820.00 ",495820,Germany,09-01-2014,Low," $26,698.00 "," $667,450.00 ",$260.00,September,9,Amarilla," $144,932.00 ",$350.00," $640,752.00 ",Government," $1,907.00 ",2014,2014,26698,0.773809524,26698,667450,144932,0.226190476,640752,26698,667450,1907
" $6,710.00 ",6710,United States of America,10-01-2013,Low,$402.60," $10,065.00 ",$260.00,October,10,Amarilla," $2,952.40 ",$15.00," $9,662.40 ",Midmarket,$671.00,2013,2013,402.6,0.694444444,402.6,10065,2952.4,0.305555556,9662.4,402.6,10065,671
" $462,280.00 ",462280,Canada,12-01-2013,Low," $24,892.00 "," $622,300.00 ",$260.00,December,12,Amarilla," $135,128.00 ",$350.00," $597,408.00 ",Government," $1,778.00 ",2013,2013,24892,0.773809524,24892,622300,135128,0.226190476,597408,24892,622300,1778
" $5,795.00 ",5795,Germany,10-01-2013,Medium,$405.65," $8,113.00 ",$5.00,October,10,Montana," $1,912.35 ",$7.00," $7,707.35 ",Government," $1,159.00 ",2013,2013,405.65,0.751879699,405.65,8113,1912.35,0.248120301,7707.35,405.65,8113,1159
" $6,860.00 ",6860,Germany,01-01-2014,Medium,$480.20," $9,604.00 ",$10.00,January,1,Paseo," $2,263.80 ",$7.00," $9,123.80 ",Government," $1,372.00 ",2014,2014,480.2,0.751879699,480.2,9604,2263.8,0.248120301,9123.8,480.2,9604,1372
" $11,745.00 ",11745,Canada,09-01-2013,Medium,$822.15," $16,443.00 ",$10.00,September,9,Paseo," $3,875.85 ",$7.00," $15,620.85 ",Government," $2,349.00 ",2013,2013,822.15,0.751879699,822.15,16443,3875.85,0.248120301,15620.85,822.15,16443,2349
" $13,445.00 ",13445,Mexico,10-01-2014,Medium,$941.15," $18,823.00 ",$10.00,October,10,Paseo," $4,436.85 ",$7.00," $17,881.85 ",Government," $2,689.00 ",2014,2014,941.15,0.751879699,941.15,18823,4436.85,0.248120301,17881.85,941.15,18823,2689
" $7,293.00 ",7293,Canada,12-01-2014,Medium," $1,458.60 "," $29,172.00 ",$10.00,December,12,Paseo," $20,420.40 ",$12.00," $27,713.40 ",Channel Partners," $2,431.00 ",2014,2014,1458.6,0.263157895,1458.6,29172,20420.4,0.736842105,27713.4,1458.6,29172,2431
" $7,293.00 ",7293,Canada,12-01-2014,Medium," $1,458.60 "," $29,172.00 ",$120.00,December,12,Velo," $20,420.40 ",$12.00," $27,713.40 ",Channel Partners," $2,431.00 ",2014,2014,1458.6,0.263157895,1458.6,29172,20420.4,0.736842105,27713.4,1458.6,29172,2431
" $13,445.00 ",13445,Mexico,10-01-2014,Medium,$941.15," $18,823.00 ",$250.00,October,10,VTT," $4,436.85 ",$7.00," $17,881.85 ",Government," $2,689.00 ",2014,2014,941.15,0.751879699,941.15,18823,4436.85,0.248120301,17881.85,941.15,18823,2689
" $8,415.00 ",8415,Mexico,07-01-2014,Medium,$589.05," $11,781.00 ",$260.00,July,7,Amarilla," $2,776.95 ",$7.00," $11,191.95 ",Government," $1,683.00 ",2014,2014,589.05,0.751879699,589.05,11781,2776.95,0.248120301,11191.95,589.05,11781,1683
" $3,369.00 ",3369,Mexico,08-01-2014,Medium,$673.80," $13,476.00 ",$260.00,August,8,Amarilla," $9,433.20 ",$12.00," $12,802.20 ",Channel Partners," $1,123.00 ",2014,2014,673.8,0.263157895,673.8,13476,9433.2,0.736842105,12802.2,673.8,13476,1123
" $5,795.00 ",5795,Germany,10-01-2013,Medium,$405.65," $8,113.00 ",$260.00,October,10,Amarilla," $1,912.35 ",$7.00," $7,707.35 ",Government," $1,159.00 ",2013,2013,405.65,0.751879699,405.65,8113,1912.35,0.248120301,7707.35,405.65,8113,1159
" $5,595.00 ",5595,France,02-01-2014,Medium," $1,119.00 "," $22,380.00 ",$3.00,February,2,Carretera," $15,666.00 ",$12.00," $21,261.00 ",Channel Partners," $1,865.00 ",2014,2014,1119,0.263157895,1119,22380,15666,0.736842105,21261,1119,22380,1865
" $3,348.00 ",3348,Germany,02-01-2014,Medium,$669.60," $13,392.00 ",$3.00,February,2,Carretera," $9,374.40 ",$12.00," $12,722.40 ",Channel Partners," $1,116.00 ",2014,2014,669.6,0.263157895,669.6,13392,9374.4,0.736842105,12722.4,669.6,13392,1116
" $15,630.00 ",15630,France,05-01-2014,Medium," $1,563.00 "," $31,260.00 ",$3.00,May,5,Carretera," $14,067.00 ",$20.00," $29,697.00 ",Government," $1,563.00 ",2014,2014,1563,0.526315789,1563,31260,14067,0.473684211,29697,1563,31260,1563
" $247,750.00 ",247750,United States of America,06-01-2014,Medium," $14,865.00 "," $297,300.00 ",$3.00,June,6,Carretera," $34,685.00 ",$300.00," $282,435.00 ",Small Business,$991.00,2014,2014,14865,0.877192982,14865,297300,34685,0.122807018,282435,14865,297300,991
" $5,080.00 ",5080,Germany,11-01-2013,Medium,$355.60," $7,112.00 ",$3.00,November,11,Carretera," $1,676.40 ",$7.00," $6,756.40 ",Government," $1,016.00 ",2013,2013,355.6,0.751879699,355.6,7112,1676.4,0.248120301,6756.4,355.6,7112,1016
" $27,910.00 ",27910,Mexico,11-01-2014,Medium," $2,093.25 "," $41,865.00 ",$3.00,November,11,Carretera," $11,861.75 ",$15.00," $39,771.75 ",Midmarket," $2,791.00 ",2014,2014,2093.25,0.701754386,2093.25,41865,11861.75,0.298245614,39771.75,2093.25,41865,2791
" $2,850.00 ",2850,United States of America,12-01-2014,Medium,$199.50," $3,990.00 ",$3.00,December,12,Carretera,$940.50,$7.00," $3,790.50 ",Government,$570.00,2014,2014,199.5,0.751879699,199.5,3990,940.5,0.248120301,3790.5,199.5,3990,570
" $12,435.00 ",12435,France,12-01-2014,Medium,$870.45," $17,409.00 ",$3.00,December,12,Carretera," $4,103.55 ",$7.00," $16,538.55 ",Government," $2,487.00 ",2014,2014,870.45,0.751879699,870.45,17409,4103.55,0.248120301,16538.55,870.45,17409,2487
" $359,970.00 ",359970,France,01-01-2014,Medium," $24,228.75 "," $484,575.00 ",$5.00,January,1,Montana," $100,376.25 ",$350.00," $460,346.25 ",Government," $1,384.50 ",2014,2014,24228.75,0.781954887,24228.75,484575,100376.25,0.218045113,460346.25,24228.75,484575,1384.5
" $435,240.00 ",435240,United States of America,07-01-2014,Medium," $22,668.75 "," $453,375.00 ",$5.00,July,7,Montana," $(4,533.75)",$125.00," $430,706.25 ",Enterprise," $3,627.00 ",2014,2014,22668.75,1.010526316,22668.75,453375,-4533.75,-0.010526316,430706.25,22668.75,453375,3627
" $187,200.00 ",187200,Mexico,09-01-2013,Medium," $12,600.00 "," $252,000.00 ",$5.00,September,9,Montana," $52,200.00 ",$350.00," $239,400.00 ",Government,$720.00,2013,2013,12600,0.781954887,12600,252000,52200,0.218045113,239400,12600,252000,720
" $7,026.00 ",7026,Germany,11-01-2014,Medium," $1,405.20 "," $28,104.00 ",$5.00,November,11,Montana," $19,672.80 ",$12.00," $26,698.80 ",Channel Partners," $2,342.00 ",2014,2014,1405.2,0.263157895,1405.2,28104,19672.8,0.736842105,26698.8,1405.2,28104,2342
" $275,000.00 ",275000,Mexico,12-01-2013,Medium," $16,500.00 "," $330,000.00 ",$5.00,December,12,Montana," $38,500.00 ",$300.00," $313,500.00 ",Small Business," $1,100.00 ",2013,2013,16500,0.877192982,16500,330000,38500,0.122807018,313500,16500,330000,1100
" $13,030.00 ",13030,France,02-01-2014,Medium," $1,303.00 "," $26,060.00 ",$10.00,February,2,Paseo," $11,727.00 ",$20.00," $24,757.00 ",Government," $1,303.00 ",2014,2014,1303,0.526315789,1303,26060,11727,0.473684211,24757,1303,26060,1303
" $359,040.00 ",359040,United States of America,03-01-2014,Medium," $18,700.00 "," $374,000.00 ",$10.00,March,3,Paseo," $(3,740.00)",$125.00," $355,300.00 ",Enterprise," $2,992.00 ",2014,2014,18700,1.010526316,18700,374000,-3740,-0.010526316,355300,18700,374000,2992
" $286,200.00 ",286200,France,03-01-2014,Medium," $14,906.25 "," $298,125.00 ",$10.00,March,3,Paseo," $(2,981.25)",$125.00," $283,218.75 ",Enterprise," $2,385.00 ",2014,2014,14906.25,1.010526316,14906.25,298125,-2981.25,-0.010526316,283218.75,14906.25,298125,2385
" $401,750.00 ",401750,Mexico,04-01-2014,Medium," $24,105.00 "," $482,100.00 ",$10.00,April,4,Paseo," $56,245.00 ",$300.00," $457,995.00 ",Small Business," $1,607.00 ",2014,2014,24105,0.877192982,24105,482100,56245,0.122807018,457995,24105,482100,1607
" $11,635.00 ",11635,United States of America,05-01-2014,Medium,$814.45," $16,289.00 ",$10.00,May,5,Paseo," $3,839.55 ",$7.00," $15,474.55 ",Government," $2,327.00 ",2014,2014,814.45,0.751879699,814.45,16289,3839.55,0.248120301,15474.55,814.45,16289,2327
" $247,750.00 ",247750,United States of America,06-01-2014,Medium," $14,865.00 "," $297,300.00 ",$10.00,June,6,Paseo," $34,685.00 ",$300.00," $282,435.00 ",Small Business,$991.00,2014,2014,14865,0.877192982,14865,297300,34685,0.122807018,282435,14865,297300,991
" $156,520.00 ",156520,United States of America,06-01-2014,Medium," $10,535.00 "," $210,700.00 ",$10.00,June,6,Paseo," $43,645.00 ",$350.00," $200,165.00 ",Government,$602.00,2014,2014,10535,0.781954887,10535,210700,43645,0.218045113,200165,10535,210700,602
" $26,200.00 ",26200,France,09-01-2014,Medium," $1,965.00 "," $39,300.00 ",$10.00,September,9,Paseo," $11,135.00 ",$15.00," $37,335.00 ",Midmarket," $2,620.00 ",2014,2014,1965,0.701754386,1965,39300,11135,0.298245614,37335,1965,39300,2620
" $319,280.00 ",319280,Canada,10-01-2013,Medium," $21,490.00 "," $429,800.00 ",$10.00,October,10,Paseo," $89,030.00 ",$350.00," $408,310.00 ",Government," $1,228.00 ",2013,2013,21490,0.781954887,21490,429800,89030,0.218045113,408310,21490,429800,1228
" $13,890.00 ",13890,Canada,10-01-2013,Medium," $1,389.00 "," $27,780.00 ",$10.00,October,10,Paseo," $12,501.00 ",$20.00," $26,391.00 ",Government," $1,389.00 ",2013,2013,1389,0.526315789,1389,27780,12501,0.473684211,26391,1389,27780,1389
" $103,320.00 ",103320,United States of America,10-01-2014,Medium," $5,381.25 "," $107,625.00 ",$10.00,October,10,Paseo," $(1,076.25)",$125.00," $102,243.75 ",Enterprise,$861.00,2014,2014,5381.25,1.010526316,5381.25,107625,-1076.25,-0.010526316,102243.75,5381.25,107625,861
" $84,480.00 ",84480,France,10-01-2013,Medium," $4,400.00 "," $88,000.00 ",$10.00,October,10,Paseo,$(880.00),$125.00," $83,600.00 ",Enterprise,$704.00,2013,2013,4400,1.010526316,4400,88000,-880,-0.010526316,83600,4400,88000,704
" $18,020.00 ",18020,Canada,12-01-2013,Medium," $1,802.00 "," $36,040.00 ",$10.00,December,12,Paseo," $16,218.00 ",$20.00," $34,238.00 ",Government," $1,802.00 ",2013,2013,1802,0.526315789,1802,36040,16218,0.473684211,34238,1802,36040,1802
" $26,630.00 ",26630,United States of America,12-01-2014,Medium," $2,663.00 "," $53,260.00 ",$10.00,December,12,Paseo," $23,967.00 ",$20.00," $50,597.00 ",Government," $2,663.00 ",2014,2014,2663,0.526315789,2663,53260,23967,0.473684211,50597,2663,53260,2663
" $10,680.00 ",10680,France,12-01-2013,Medium,$747.60," $14,952.00 ",$10.00,December,12,Paseo," $3,524.40 ",$7.00," $14,204.40 ",Government," $2,136.00 ",2013,2013,747.6,0.751879699,747.6,14952,3524.4,0.248120301,14204.4,747.6,14952,2136
" $21,160.00 ",21160,Germany,12-01-2013,Medium," $1,587.00 "," $31,740.00 ",$10.00,December,12,Paseo," $8,993.00 ",$15.00," $30,153.00 ",Midmarket," $2,116.00 ",2013,2013,1587,0.701754386,1587,31740,8993,0.298245614,30153,1587,31740,2116
" $5,550.00 ",5550,United States of America,01-01-2014,Medium,$416.25," $8,325.00 ",$120.00,January,1,Velo," $2,358.75 ",$15.00," $7,908.75 ",Midmarket,$555.00,2014,2014,416.25,0.701754386,416.25,8325,2358.75,0.298245614,7908.75,416.25,8325,555
" $28,610.00 ",28610,Mexico,01-01-2014,Medium," $2,145.75 "," $42,915.00 ",$120.00,January,1,Velo," $12,159.25 ",$15.00," $40,769.25 ",Midmarket," $2,861.00 ",2014,2014,2145.75,0.701754386,2145.75,42915,12159.25,0.298245614,40769.25,2145.75,42915,2861
" $96,840.00 ",96840,Germany,02-01-2014,Medium," $5,043.75 "," $100,875.00 ",$120.00,February,2,Velo," $(1,008.75)",$125.00," $95,831.25 ",Enterprise,$807.00,2014,2014,5043.75,1.010526316,5043.75,100875,-1008.75,-0.010526316,95831.25,5043.75,100875,807
" $156,520.00 ",156520,United States of America,06-01-2014,Medium," $10,535.00 "," $210,700.00 ",$120.00,June,6,Velo," $43,645.00 ",$350.00," $200,165.00 ",Government,$602.00,2014,2014,10535,0.781954887,10535,210700,43645,0.218045113,200165,10535,210700,602
" $28,320.00 ",28320,United States of America,08-01-2014,Medium," $2,832.00 "," $56,640.00 ",$120.00,August,8,Velo," $25,488.00 ",$20.00," $53,808.00 ",Government," $2,832.00 ",2014,2014,2832,0.526315789,2832,56640,25488,0.473684211,53808,2832,56640,2832
" $15,790.00 ",15790,France,08-01-2014,Medium," $1,579.00 "," $31,580.00 ",$120.00,August,8,Velo," $14,211.00 ",$20.00," $30,001.00 ",Government," $1,579.00 ",2014,2014,1579,0.526315789,1579,31580,14211,0.473684211,30001,1579,31580,1579
" $103,320.00 ",103320,United States of America,10-01-2014,Medium," $5,381.25 "," $107,625.00 ",$120.00,October,10,Velo," $(1,076.25)",$125.00," $102,243.75 ",Enterprise,$861.00,2014,2014,5381.25,1.010526316,5381.25,107625,-1076.25,-0.010526316,102243.75,5381.25,107625,861
" $84,480.00 ",84480,France,10-01-2013,Medium," $4,400.00 "," $88,000.00 ",$120.00,October,10,Velo,$(880.00),$125.00," $83,600.00 ",Enterprise,$704.00,2013,2013,4400,1.010526316,4400,88000,-880,-0.010526316,83600,4400,88000,704
" $10,330.00 ",10330,France,12-01-2013,Medium," $1,033.00 "," $20,660.00 ",$120.00,December,12,Velo," $9,297.00 ",$20.00," $19,627.00 ",Government," $1,033.00 ",2013,2013,1033,0.526315789,1033,20660,9297,0.473684211,19627,1033,20660,1033
" $312,500.00 ",312500,Germany,12-01-2014,Medium," $18,750.00 "," $375,000.00 ",$120.00,December,12,Velo," $43,750.00 ",$300.00," $356,250.00 ",Small Business," $1,250.00 ",2014,2014,18750,0.877192982,18750,375000,43750,0.122807018,356250,18750,375000,1250
" $13,890.00 ",13890,Canada,10-01-2013,Medium," $1,389.00 "," $27,780.00 ",$250.00,October,10,VTT," $12,501.00 ",$20.00," $26,391.00 ",Government," $1,389.00 ",2013,2013,1389,0.526315789,1389,27780,12501,0.473684211,26391,1389,27780,1389
" $12,650.00 ",12650,United States of America,11-01-2013,Medium," $1,265.00 "," $25,300.00 ",$250.00,November,11,VTT," $11,385.00 ",$20.00," $24,035.00 ",Government," $1,265.00 ",2013,2013,1265,0.526315789,1265,25300,11385,0.473684211,24035,1265,25300,1265
" $22,970.00 ",22970,Germany,11-01-2013,Medium," $2,297.00 "," $45,940.00 ",$250.00,November,11,VTT," $20,673.00 ",$20.00," $43,643.00 ",Government," $2,297.00 ",2013,2013,2297,0.526315789,2297,45940,20673,0.473684211,43643,2297,45940,2297
" $26,630.00 ",26630,United States of America,12-01-2014,Medium," $2,663.00 "," $53,260.00 ",$250.00,December,12,VTT," $23,967.00 ",$20.00," $50,597.00 ",Government," $2,663.00 ",2014,2014,2663,0.526315789,2663,53260,23967,0.473684211,50597,2663,53260,2663
" $2,850.00 ",2850,United States of America,12-01-2014,Medium,$199.50," $3,990.00 ",$250.00,December,12,VTT,$940.50,$7.00," $3,790.50 ",Government,$570.00,2014,2014,199.5,0.751879699,199.5,3990,940.5,0.248120301,3790.5,199.5,3990,570
" $12,435.00 ",12435,France,12-01-2014,Medium,$870.45," $17,409.00 ",$250.00,December,12,VTT," $4,103.55 ",$7.00," $16,538.55 ",Government," $2,487.00 ",2014,2014,870.45,0.751879699,870.45,17409,4103.55,0.248120301,16538.55,870.45,17409,2487
" $351,000.00 ",351000,Germany,02-01-2014,Medium," $23,625.00 "," $472,500.00 ",$260.00,February,2,Amarilla," $97,875.00 ",$350.00," $448,875.00 ",Government," $1,350.00 ",2014,2014,23625,0.781954887,23625,472500,97875,0.218045113,448875,23625,472500,1350
" $143,520.00 ",143520,Canada,08-01-2014,Medium," $9,660.00 "," $193,200.00 ",$260.00,August,8,Amarilla," $40,020.00 ",$350.00," $183,540.00 ",Government,$552.00,2014,2014,9660,0.781954887,9660,193200,40020,0.218045113,183540,9660,193200,552
" $319,280.00 ",319280,Canada,10-01-2013,Medium," $21,490.00 "," $429,800.00 ",$260.00,October,10,Amarilla," $89,030.00 ",$350.00," $408,310.00 ",Government," $1,228.00 ",2013,2013,21490,0.781954887,21490,429800,89030,0.218045113,408310,21490,429800,1228
" $312,500.00 ",312500,Germany,12-01-2014,Medium," $18,750.00 "," $375,000.00 ",$260.00,December,12,Amarilla," $43,750.00 ",$300.00," $356,250.00 ",Small Business," $1,250.00 ",2014,2014,18750,0.877192982,18750,375000,43750,0.122807018,356250,18750,375000,1250
" $38,010.00 ",38010,France,04-01-2014,Medium," $3,420.90 "," $57,015.00 ",$10.00,April,4,Paseo," $15,584.10 ",$15.00," $53,594.10 ",Midmarket," $3,801.00 ",2014,2014,3420.9,0.709219858,3420.9,57015,15584.1,0.290780142,53594.1,3420.9,57015,3801
" $11,175.00 ",11175,United States of America,01-01-2014,Medium," $1,341.00 "," $22,350.00 ",$3.00,January,1,Carretera," $9,834.00 ",$20.00," $21,009.00 ",Government," $1,117.50 ",2014,2014,1341,0.531914894,1341,22350,9834,0.468085106,21009,1341,22350,1117.5
" $28,440.00 ",28440,Canada,06-01-2014,Medium," $2,559.60 "," $42,660.00 ",$3.00,June,6,Carretera," $11,660.40 ",$15.00," $40,100.40 ",Midmarket," $2,844.00 ",2014,2014,2559.6,0.709219858,2559.6,42660,11660.4,0.290780142,40100.4,2559.6,42660,2844
" $1,686.00 ",1686,Mexico,09-01-2014,Medium,$404.64," $6,744.00 ",$3.00,September,9,Carretera," $4,653.36 ",$12.00," $6,339.36 ",Channel Partners,$562.00,2014,2014,404.64,0.265957447,404.64,6744,4653.36,0.734042553,6339.36,404.64,6744,562
" $6,897.00 ",6897,Canada,10-01-2013,Medium," $1,655.28 "," $27,588.00 ",$3.00,October,10,Carretera," $19,035.72 ",$12.00," $25,932.72 ",Channel Partners," $2,299.00 ",2013,2013,1655.28,0.265957447,1655.28,27588,19035.72,0.734042553,25932.72,1655.28,27588,2299
" $20,300.00 ",20300,United States of America,11-01-2014,Medium," $1,827.00 "," $30,450.00 ",$3.00,November,11,Carretera," $8,323.00 ",$15.00," $28,623.00 ",Midmarket," $2,030.00 ",2014,2014,1827,0.709219858,1827,30450,8323,0.290780142,28623,1827,30450,2030
" $1,315.00 ",1315,United States of America,11-01-2013,Medium,$110.46," $1,841.00 ",$3.00,November,11,Carretera,$415.54,$7.00," $1,730.54 ",Government,$263.00,2013,2013,110.46,0.759878419,110.46,1841,415.54,0.240121581,1730.54,110.46,1841,263
" $106,440.00 ",106440,Germany,12-01-2013,Medium," $6,652.50 "," $110,875.00 ",$3.00,December,12,Carretera," $(2,217.50)",$125.00," $104,222.50 ",Enterprise,$887.00,2013,2013,6652.5,1.021276596,6652.5,110875,-2217.5,-0.021276596,104222.5,6652.5,110875,887
" $254,800.00 ",254800,Mexico,04-01-2014,Medium," $20,580.00 "," $343,000.00 ",$5.00,April,4,Montana," $67,620.00 ",$350.00," $322,420.00 ",Government,$980.00,2014,2014,20580,0.790273556,20580,343000,67620,0.209726444,322420,20580,343000,980
" $379,600.00 ",379600,Germany,05-01-2014,Medium," $30,660.00 "," $511,000.00 ",$5.00,May,5,Montana," $100,740.00 ",$350.00," $480,340.00 ",Government," $1,460.00 ",2014,2014,30660,0.790273556,30660,511000,100740,0.209726444,480340,30660,511000,1460
" $7,015.00 ",7015,France,10-01-2013,Medium,$589.26," $9,821.00 ",$5.00,October,10,Montana," $2,216.74 ",$7.00," $9,231.74 ",Government," $1,403.00 ",2013,2013,589.26,0.759878419,589.26,9821,2216.74,0.240121581,9231.74,589.26,9821,1403
" $8,169.00 ",8169,United States of America,11-01-2014,Medium," $1,960.56 "," $32,676.00 ",$5.00,November,11,Montana," $22,546.44 ",$12.00," $30,715.44 ",Channel Partners," $2,723.00 ",2014,2014,1960.56,0.265957447,1960.56,32676,22546.44,0.734042553,30715.44,1960.56,32676,2723
" $388,960.00 ",388960,France,06-01-2014,Medium," $31,416.00 "," $523,600.00 ",$10.00,June,6,Paseo," $103,224.00 ",$350.00," $492,184.00 ",Government," $1,496.00 ",2014,2014,31416,0.790273556,31416,523600,103224,0.209726444,492184,31416,523600,1496
" $6,897.00 ",6897,Canada,10-01-2013,Medium," $1,655.28 "," $27,588.00 ",$10.00,October,10,Paseo," $19,035.72 ",$12.00," $25,932.72 ",Channel Partners," $2,299.00 ",2013,2013,1655.28,0.265957447,1655.28,27588,19035.72,0.734042553,25932.72,1655.28,27588,2299
" $189,020.00 ",189020,United States of America,10-01-2013,Medium," $15,267.00 "," $254,450.00 ",$10.00,October,10,Paseo," $50,163.00 ",$350.00," $239,183.00 ",Government,$727.00,2013,2013,15267,0.790273556,15267,254450,50163,0.209726444,239183,15267,254450,727
" $114,240.00 ",114240,Canada,02-01-2014,Medium," $7,140.00 "," $119,000.00 ",$120.00,February,2,Velo," $(2,380.00)",$125.00," $111,860.00 ",Enterprise,$952.00,2014,2014,7140,1.021276596,7140,119000,-2380,-0.021276596,111860,7140,119000,952
" $330,600.00 ",330600,United States of America,02-01-2014,Medium," $20,662.50 "," $344,375.00 ",$120.00,February,2,Velo," $(6,887.50)",$125.00," $323,712.50 ",Enterprise," $2,755.00 ",2014,2014,20662.5,1.021276596,20662.5,344375,-6887.5,-0.021276596,323712.5,20662.5,344375,2755
" $15,300.00 ",15300,Germany,05-01-2014,Medium," $1,377.00 "," $22,950.00 ",$120.00,May,5,Velo," $6,273.00 ",$15.00," $21,573.00 ",Midmarket," $1,530.00 ",2014,2014,1377,0.709219858,1377,22950,6273,0.290780142,21573,1377,22950,1530
" $388,960.00 ",388960,France,06-01-2014,Medium," $31,416.00 "," $523,600.00 ",$120.00,June,6,Velo," $103,224.00 ",$350.00," $492,184.00 ",Government," $1,496.00 ",2014,2014,31416,0.790273556,31416,523600,103224,0.209726444,492184,31416,523600,1496
" $7,490.00 ",7490,Mexico,06-01-2014,Medium,$629.16," $10,486.00 ",$120.00,June,6,Velo," $2,366.84 ",$7.00," $9,856.84 ",Government," $1,498.00 ",2014,2014,629.16,0.759878419,629.16,10486,2366.84,0.240121581,9856.84,629.16,10486,1498
" $305,250.00 ",305250,France,10-01-2013,Medium," $21,978.00 "," $366,300.00 ",$120.00,October,10,Velo," $39,072.00 ",$300.00," $344,322.00 ",Small Business," $1,221.00 ",2013,2013,21978,0.886524823,21978,366300,39072,0.113475177,344322,21978,366300,1221
" $539,760.00 ",539760,France,10-01-2013,Medium," $43,596.00 "," $726,600.00 ",$120.00,October,10,Velo," $143,244.00 ",$350.00," $683,004.00 ",Government," $2,076.00 ",2013,2013,43596,0.790273556,43596,726600,143244,0.209726444,683004,43596,726600,2076
" $28,440.00 ",28440,Canada,06-01-2014,Medium," $2,559.60 "," $42,660.00 ",$250.00,June,6,VTT," $11,660.40 ",$15.00," $40,100.40 ",Midmarket," $2,844.00 ",2014,2014,2559.6,0.709219858,2559.6,42660,11660.4,0.290780142,40100.4,2559.6,42660,2844
" $7,490.00 ",7490,Mexico,06-01-2014,Medium,$629.16," $10,486.00 ",$250.00,June,6,VTT," $2,366.84 ",$7.00," $9,856.84 ",Government," $1,498.00 ",2014,2014,629.16,0.759878419,629.16,10486,2366.84,0.240121581,9856.84,629.16,10486,1498
" $305,250.00 ",305250,France,10-01-2013,Medium," $21,978.00 "," $366,300.00 ",$250.00,October,10,VTT," $39,072.00 ",$300.00," $344,322.00 ",Small Business," $1,221.00 ",2013,2013,21978,0.886524823,21978,366300,39072,0.113475177,344322,21978,366300,1221
" $11,230.00 ",11230,Mexico,11-01-2013,Medium," $1,347.60 "," $22,460.00 ",$250.00,November,11,VTT," $9,882.40 ",$20.00," $21,112.40 ",Government," $1,123.00 ",2013,2013,1347.6,0.531914894,1347.6,22460,9882.4,0.468085106,21112.4,1347.6,22460,1123
" $609,000.00 ",609000,Canada,12-01-2013,Medium," $43,848.00 "," $730,800.00 ",$250.00,December,12,VTT," $77,952.00 ",$300.00," $686,952.00 ",Small Business," $2,436.00 ",2013,2013,43848,0.886524823,43848,730800,77952,0.113475177,686952,43848,730800,2436
" $238,500.00 ",238500,France,01-01-2014,Medium," $14,906.25 "," $248,437.50 ",$260.00,January,1,Amarilla," $(4,968.75)",$125.00," $233,531.25 ",Enterprise," $1,987.50 ",2014,2014,14906.25,1.021276596,14906.25,248437.5,-4968.75,-0.021276596,233531.25,14906.25,248437.5,1987.5
